"individualID","uid","date","eventID","patchOrIndividual","canopyPosition","plantStatus","stemDiameter","measurementHeight","maxCanopyDiameter","ninetyCanopyDiameter","patchSize","percentCover","height","diseaseType","obsYear"
"NEON.PLA.D16.ABBY.06169","86b87a35-1123-483a-b947-e5c40100c9ba",2021-09-15,NA,"Patch","Mostly shaded","Live",NA,NA,NA,NA,1,18,0.2,NA,2021
"NEON.PLA.D16.ABBY.06128","5a5c74c7-1c0e-4455-99f4-e8ca0b8c96c5",2021-09-15,NA,"Individual","Mostly shaded","Live",1.4,10,0.9,0.8,NA,NA,1.3,NA,2021
"NEON.PLA.D16.ABBY.06140","5ef0a294-6834-489d-9fde-503d847f413a",2021-09-15,NA,"Individual","Partially shaded","Live",1.3,130,2.3,2.1,NA,NA,2.5,NA,2021
"NEON.PLA.D16.ABBY.06007","1bed0845-7c0a-4e47-a8a3-8fadc88fecf7",2021-09-15,NA,"Patch","Partially shaded","Live",NA,NA,NA,NA,1,100,1,NA,2021
"NEON.PLA.D16.ABBY.06152","b444341f-dcfe-4d80-9cc6-8faa6d4c5312",2021-09-15,NA,"Individual","Partially shaded","Live",6.4,130,3.6,3.5,NA,NA,5.8,NA,2021
"NEON.PLA.D16.ABBY.06153","e3f19377-0602-4c24-9e66-a83982d24e5b",2021-09-15,NA,"Individual","Full sun","Live",4.1,130,3.4,2.8,NA,NA,4.6,NA,2021
"NEON.PLA.D16.ABBY.06124","7ea0f2ca-dadb-419f-b125-c50bed0d11a0",2021-09-15,NA,"Individual","Mostly shaded","Live",3.9,130,4.6,3.8,NA,NA,5.4,NA,2021
"NEON.PLA.D16.ABBY.06090","6f6e1526-7f08-4995-9e39-98f6f3357496",2021-09-15,NA,"Patch","Mostly shaded","Live",NA,NA,NA,NA,1,83,0.9,NA,2021
"NEON.PLA.D16.ABBY.06135","c8d5e3fc-e548-4fe9-83f1-12e77041af5d",2021-09-15,NA,"Individual","Mostly shaded","Live",1.1,130,1.3,1.2,NA,NA,2.2,NA,2021
"NEON.PLA.D16.ABBY.06015","502560d9-8c08-43e0-a4cb-10cfef15a72f",2021-09-15,NA,"Individual","Partially shaded","Live",14.3,130,3.9,3.9,NA,NA,9.9,NA,2021
"NEON.PLA.D16.ABBY.06018","224a89fe-4d91-471c-8f2f-30f86dd02236",2021-09-15,NA,"Individual","Mostly shaded","Live",2.2,130,3.3,2.5,NA,NA,3.6,NA,2021
"NEON.PLA.D16.ABBY.06148","459ed759-9bc3-40d8-b57e-76e5329a1382",2021-09-15,NA,"Individual","Mostly shaded","Live",1.1,130,2.1,1.1,NA,NA,2.2,NA,2021
"NEON.PLA.D16.ABBY.06162","dc53f97c-3fb9-46bc-9cf6-7ccac46606e2",2021-09-15,NA,"Patch","Mostly shaded","Live",NA,NA,NA,NA,1,78,0.2,NA,2021
"NEON.PLA.D16.ABBY.06151","6f63318a-13bf-4dca-9dc1-929dbf0e8e50",2021-09-15,NA,"Individual","Mostly shaded","Live",1.1,130,2.7,1.9,NA,NA,2.2,NA,2021
"NEON.PLA.D16.ABBY.06163","5c729b5f-2eea-4d71-b5a8-1901c36c1e10",2021-09-15,NA,"Individual","Full sun","Live",2.7,10,1.6,0.8,NA,NA,1.7,NA,2021
"NEON.PLA.D16.ABBY.06156","b006bb50-4da7-4d57-829e-22f2afec450e",2021-09-15,NA,"Individual","Partially shaded","Live",3.7,130,2.2,2.1,NA,NA,5.5,NA,2021
"NEON.PLA.D16.ABBY.06158","e495bf05-8d48-4c22-bfbd-ebb0281be829",2021-09-15,NA,"Individual","Partially shaded","Live",3.6,130,2.7,2.3,NA,NA,5.7,NA,2021
"NEON.PLA.D16.ABBY.06161","811afde3-d370-42c4-a900-1efdf251d899",2021-09-15,NA,"Individual","Mostly shaded","Live",1.3,130,2,1.3,NA,NA,1.9,NA,2021
"NEON.PLA.D16.ABBY.06132","4e66a6de-acb8-40bf-8f11-e7041ad37cb7",2021-09-15,NA,"Individual","Partially shaded","Live",3.7,130,3,2.4,NA,NA,3.9,NA,2021
"NEON.PLA.D16.ABBY.06134","d1a714b1-9b7a-4650-9007-4fea743e4b61",2021-09-15,NA,"Individual","Mostly shaded","Live",2,130,2.2,1.9,NA,NA,2.7,NA,2021
"NEON.PLA.D16.ABBY.06137","c94ec7c4-29aa-4697-a98f-1961344fe9d1",2021-09-15,NA,"Individual","Partially shaded","Live",2.6,130,1.6,1.5,NA,NA,3.3,NA,2021
"NEON.PLA.D16.ABBY.06160","38ff9621-b547-49e5-a257-f80da6aceecb",2021-09-15,NA,"Individual","Mostly shaded","Live",2.4,130,2.4,1.7,NA,NA,3.4,NA,2021
"NEON.PLA.D16.ABBY.06150","c971b42c-bdc4-421a-88cd-e3b1022604ec",2021-09-15,NA,"Individual","Partially shaded","Live",4.8,130,3.1,2.8,NA,NA,7.5,NA,2021
"NEON.PLA.D16.ABBY.06141","d04dbbc9-0479-4585-b306-6ab77c78c9fb",2021-09-15,NA,"Individual","Partially shaded","Live",1.8,130,3.2,2.7,NA,NA,3.3,NA,2021
"NEON.PLA.D16.ABBY.06122","a8c321f2-1fd5-472c-8109-d35ab6cc13b8",2021-09-15,NA,"Individual","Mostly shaded","Live",4.2,130,5.7,5.6,NA,NA,4.9,NA,2021
"NEON.PLA.D16.ABBY.06178","51f69d77-16fa-420f-bb9a-98cfd4abf507",2021-09-15,NA,"Individual","Partially shaded","Live, physically damaged",16.3,135,4.3,4.1,NA,NA,9.9,NA,2021
"NEON.PLA.D16.ABBY.06144","ae32be41-e7ec-4989-9f2a-95f555816c71",2021-09-15,NA,"Individual","Mostly shaded","Live",1.1,10,1.4,1.4,NA,NA,2.1,NA,2021
"NEON.PLA.D16.ABBY.06149","de25c2b8-bd1d-4ed4-99d4-1feb20af5780",2021-09-15,NA,"Individual","Mostly shaded","Live",0.9,10,1.1,1,NA,NA,1.6,NA,2021
"NEON.PLA.D16.ABBY.06197","da97736c-8b6a-4afd-b6da-ea354db4a9b8",2021-09-15,NA,"Patch","Partially shaded","Live",NA,NA,NA,NA,1,99,0.7,NA,2021
"NEON.PLA.D16.ABBY.06130","6a2df0a5-7418-4e13-92b8-0716bd8c615d",2021-09-15,NA,"Patch","Mostly shaded","Live",NA,NA,NA,NA,1,37,0.2,NA,2021
"NEON.PLA.D16.ABBY.06159","d02ce58f-a1ec-4637-8da3-aa14c9730131",2021-09-15,NA,"Patch","Partially shaded","Live",NA,NA,NA,NA,1,29,0.4,NA,2021
"NEON.PLA.D16.ABBY.06123","0761b799-791e-4d22-85fd-d11737de6995",2021-09-15,NA,"Individual","Mostly shaded","Live",9.5,130,4.5,3.9,NA,NA,7.1,NA,2021
"NEON.PLA.D16.ABBY.06136","93da8e59-f570-48b2-bc84-ff2dfdd6110b",2021-09-15,NA,"Individual","Mostly shaded","Live",1.1,130,1.6,0.8,NA,NA,2.1,NA,2021
"NEON.PLA.D16.ABBY.06165","b156a8b9-1ba9-4fb5-a2de-f2f07ca9c736",2021-09-15,NA,"Individual","Partially shaded","Live",3.9,130,3,2.7,NA,NA,6.4,NA,2021
"NEON.PLA.D16.ABBY.06033","001bf438-351b-4ffd-87b1-f52b17896103",2021-09-15,NA,"Individual","Partially shaded","Live",2.7,130,3.8,3.5,NA,NA,3.9,NA,2021
"NEON.PLA.D16.ABBY.06277","7ba2f227-0c33-469e-824f-4c9791119351",2021-09-15,NA,"Individual","Partially shaded","Live",1.4,10,0.8,0.6,NA,NA,2.3,NA,2021
"NEON.PLA.D16.ABBY.06147","a8a6f51b-b4e2-4b1e-96ca-2559c87f9355",2021-09-15,NA,"Individual","Mostly shaded","Live",0.8,130,2,2.2,NA,NA,2.3,NA,2021
"NEON.PLA.D16.ABBY.06074","f248aa0a-eb2d-4edd-b0fa-c675bde37083",2021-09-15,NA,"Individual","Mostly shaded","Live",2.7,130,2.9,2.4,NA,NA,4.9,NA,2021
"NEON.PLA.D16.ABBY.06133","5d5bdac8-b8c2-4943-aa2b-86313664198d",2021-09-15,NA,"Individual","Mostly shaded","Live",1,130,2.5,1.9,NA,NA,1.9,NA,2021
"NEON.PLA.D16.ABBY.06089","0eaec241-59b1-44e7-80e2-5363393f6e25",2021-09-15,NA,"Individual","Mostly shaded","Live",1.4,130,1.7,1.3,NA,NA,3.1,NA,2021
"NEON.PLA.D16.ABBY.06120","4f4ef53a-7734-4229-8d95-5186d182568d",2021-09-15,NA,"Individual","Mostly shaded","Live",1.6,130,2,1.7,NA,NA,2.7,NA,2021
"NEON.PLA.D16.ABBY.06139","09a23cf6-6c2f-49c0-b298-4a9c321409ef",2021-09-15,NA,"Individual","Partially shaded","Live",1.3,10,1,0.8,NA,NA,1.4,NA,2021
"NEON.PLA.D16.ABBY.06142","891d45d5-021b-4f47-b0c7-6c356b7c2968",2021-09-15,NA,"Individual","Mostly shaded","Live, physically damaged",7.5,130,5.7,4.8,NA,NA,5.4,NA,2021
"NEON.PLA.D16.ABBY.06052","87b3a06c-2664-4944-a155-3c8eb84c49ec",2021-09-15,NA,"Individual","Partially shaded","Live",112.2,130,15.3,13.1,NA,NA,47.7,NA,2021
"NEON.PLA.D16.ABBY.06146","75bed133-a3e3-40be-ab6a-1c80129278d9",2021-09-15,NA,"Individual","Full shade","Live",1.7,10,1.4,1.4,NA,NA,1.4,NA,2021
"NEON.PLA.D16.ABBY.06077","cf78898c-63f4-4b50-a1ea-794109532f00",2021-09-15,NA,"Patch","Mostly shaded","Live",NA,NA,NA,NA,1,87,0.9,NA,2021
"NEON.PLA.D16.ABBY.06003","6f422612-93d8-4e6d-82e5-34e2c7566dcf",2021-09-15,NA,"Patch","Partially shaded","Live",NA,NA,NA,NA,1,94,0.9,NA,2021
"NEON.PLA.D16.ABBY.06164","0b810419-4651-427d-bd24-a5a70c5fd3a2",2021-09-15,NA,"Individual","Partially shaded","Live",4.2,130,2.9,2.8,NA,NA,4.7,NA,2021
"NEON.PLA.D16.ABBY.06138","06a7a233-ae12-4dca-87f2-0fae626ce76e",2021-09-15,NA,"Individual","Partially shaded","Live",4.8,130,3.4,3.2,NA,NA,6.6,NA,2021
"NEON.PLA.D16.ABBY.06187","8de69d37-e5fa-4fcf-b676-97e16932959f",2021-09-15,NA,"Individual","Partially shaded","Live, physically damaged",20.3,155,5.9,5.7,NA,NA,12.4,NA,2021
"NEON.PLA.D16.ABBY.06126","04083ae5-dcec-4f9c-9037-96217ab2dae3",2021-09-15,NA,"Individual","Partially shaded","Live",1.1,130,4.7,3.5,NA,NA,0.9,NA,2021
"NEON.PLA.D16.ABBY.06177","34d5d071-602e-42f4-a097-cb0fdf56c3fd",2021-09-15,NA,"Individual","Partially shaded","Live, physically damaged",18.2,130,4.9,4,NA,NA,12.3,NA,2021
"NEON.PLA.D16.ABBY.06167","aa1291cd-45e5-435d-a7e0-5d2ea2bb7349",2021-09-15,NA,"Individual","Partially shaded","Live, physically damaged",22.2,130,5.5,5.4,NA,NA,12,NA,2021
"NEON.PLA.D16.ABBY.06279","b5edbc53-594a-4eec-b0be-1afb767add83",2021-09-15,NA,"Individual","Mostly shaded","Live",1,130,2.3,1.2,NA,NA,1.2,NA,2021
"NEON.PLA.D16.ABBY.06192","b9c4ccda-3886-492f-9435-c3a18f06a06a",2021-09-15,NA,"Individual","Partially shaded","Live, physically damaged",19.4,130,5.5,5.1,NA,NA,12.2,NA,2021
"NEON.PLA.D16.ABBY.06143","4c9ba006-58f7-470f-a97c-ed3add24fb6e",2021-09-15,NA,"Individual","Partially shaded","Live",8.3,130,4.8,4.4,NA,NA,7.4,NA,2021
"NEON.PLA.D16.ABBY.06091","040e786d-4007-4dc0-be7e-6a6e02189f50",2021-09-15,NA,"Individual","Partially shaded","Live, physically damaged",17.5,130,5.1,4.9,NA,NA,8.3,NA,2021
"NEON.PLA.D16.ABBY.06155","7ee195a2-56c4-47e0-a758-01a3f5e372a8",2021-09-15,NA,"Individual","Partially shaded","Live",3.1,130,2.7,2.5,NA,NA,2.8,NA,2021
"NEON.PLA.D16.ABBY.06294","270e663c-2f4c-4efa-b003-1cd9d427218a",2022-07-05,NA,"Patch","Full shade","Live",NA,NA,NA,NA,0.063,10,0.1,NA,2022
"NEON.PLA.D16.ABBY.06118","32b0b7a2-c862-4993-8775-35ec94b87c3b",2022-07-05,NA,"Patch","Mostly shaded","Live",NA,NA,NA,NA,0.063,2,0.3,NA,2022
"NEON.PLA.D16.ABBY.06296","f685c5e0-92cd-4540-97a0-355e4330f2cc",2022-07-05,NA,"Patch","Full shade","Live",NA,NA,NA,NA,0.063,1,0,NA,2022
"NEON.PLA.D16.ABBY.06111","38bf2bce-6d44-4f7f-b4b5-9d02d6c37f76",2022-07-05,NA,"Individual","Mostly shaded","Live",NA,NA,0.5,0.3,NA,NA,0.8,NA,2022
"NEON.PLA.D16.ABBY.06119","b6c27649-2bdb-4994-b61f-50d8fd2781d4",2022-07-05,NA,"Individual","Mostly shaded","Live, other damage",NA,NA,0.1,0.1,NA,NA,0.5,NA,2022
"NEON.PLA.D16.ABBY.06117","b14d9900-2362-41e7-b789-6ed4479be03d",2022-07-05,NA,"Individual","Mostly shaded","Live",NA,NA,0.1,0.1,NA,NA,0.6,NA,2022
"NEON.PLA.D16.ABBY.06295","d4caadf6-ab31-4fd7-85ec-dcb391adb6f7",2022-07-05,NA,"Individual","Full shade","Live",NA,NA,0.1,0,NA,NA,0,NA,2022
"NEON.PLA.D16.ABBY.06106","da3b486e-7ede-49e8-b45f-350396c01dec",2022-07-05,NA,"Patch","Full shade","Live",NA,NA,NA,NA,0.063,1,0.1,NA,2022
"NEON.PLA.D16.ABBY.06291","9defd958-a82c-4003-8bdb-09bcc84922ef",2022-07-05,NA,"Patch","Full shade","Live",NA,NA,NA,NA,0.063,8,0.1,NA,2022
"NEON.PLA.D16.ABBY.06282","3643c28e-06f3-4d9b-8d53-6a3c9a003696",2022-07-05,NA,"Individual","Mostly shaded","Live",NA,NA,0.2,0.2,NA,NA,0.9,NA,2022
"NEON.PLA.D16.ABBY.06110","4be81901-c35a-49ec-b1b7-1a6a9559d5de",2022-07-05,NA,"Individual","Full shade","Live",NA,NA,0.3,0.3,NA,NA,0.7,NA,2022
"NEON.PLA.D16.ABBY.06290","2da26612-7497-4e20-9ac9-81ce6f5249e2",2022-07-05,NA,"Individual","Full shade","Live",NA,NA,0.1,0.1,NA,NA,0.1,NA,2022
"NEON.PLA.D16.ABBY.06299","5833d958-c349-4dd0-8f9e-628f2eafddb0",2022-07-05,NA,"Individual","Full shade","Live",NA,NA,0.1,0.1,NA,NA,0.2,NA,2022
"NEON.PLA.D16.ABBY.06170","04b72773-a69f-47bf-b4e4-c6ae389ad8ac",2022-07-05,NA,"Individual","Mostly shaded","Live",NA,NA,0.1,0.1,NA,NA,0.2,NA,2022
"NEON.PLA.D16.ABBY.06500","26fd5747-34d2-48a0-bab1-721f31cba187",2022-07-05,NA,"Individual","Mostly shaded","Live",NA,NA,0.2,0.1,NA,NA,0.5,NA,2022
"NEON.PLA.D16.ABBY.06283","6a4ed184-6f2c-4380-ad41-04c004f0e0f6",2022-07-05,NA,"Individual","Mostly shaded","Live",NA,NA,0.3,0.2,NA,NA,0.7,NA,2022
"NEON.PLA.D16.ABBY.06113","f1f97cd6-0279-4b22-af4b-95693b0c0372",2022-07-05,NA,"Patch","Mostly shaded",NA,NA,NA,NA,NA,0.063,6,0.1,NA,2022
"NEON.PLA.D16.ABBY.06103","b6973517-4bc0-42d7-b8fc-7c3bc0e10868",2022-07-05,NA,"Individual","Mostly shaded","Live",NA,NA,0.1,0.1,NA,NA,0.4,NA,2022
"NEON.PLA.D16.ABBY.06293","ebf55c8d-05b4-4577-8d24-dc2e79d7097c",2022-07-05,NA,"Individual","Full shade","Live",NA,NA,0.2,0.2,NA,NA,0.9,NA,2022
"NEON.PLA.D16.ABBY.06297","f52848d5-010f-464c-a799-6ee8219cef1d",2022-07-05,NA,"Individual","Full shade","Live, insect damaged",NA,NA,0.2,0.1,NA,NA,0.5,NA,2022
"NEON.PLA.D16.ABBY.06498","91f3b268-a784-417c-99c8-f4a944b4d7b7",2022-07-05,NA,"Individual","Full shade","Live",NA,NA,0.2,0.2,NA,NA,0.4,NA,2022
"NEON.PLA.D16.ABBY.06102","451a78a1-e72c-4361-b83e-1e15cf012a1d",2022-07-05,NA,"Individual","Mostly shaded","Live",NA,NA,0.1,0.1,NA,NA,0.5,NA,2022
"NEON.PLA.D16.ABBY.06114","cc00d928-f5ff-4e37-ac80-1d702b3a24bf",2022-07-05,NA,"Individual","Mostly shaded","Live",NA,NA,0.1,0.1,NA,NA,0.2,NA,2022
"NEON.PLA.D16.ABBY.06107","16569289-65bc-40eb-9a77-589df31be7d1",2022-07-05,NA,"Patch","Full shade","Live",NA,NA,NA,NA,0.063,16,0.1,NA,2022
"NEON.PLA.D16.ABBY.06289","e5307bb9-8e6a-4eea-b9b6-c65a1cce8466",2022-07-05,NA,"Individual","Full shade","Live",NA,NA,0.2,0.2,NA,NA,0.2,NA,2022
"NEON.PLA.D16.ABBY.06284","5005ea02-5bab-42a9-908c-28f774215c1e",2022-07-05,NA,"Individual","Mostly shaded","Live",NA,NA,0.3,0.2,NA,NA,0.4,NA,2022
"NEON.PLA.D16.ABBY.06115","ee004621-a651-4983-bfac-f63ce7cb2bde",2022-07-05,NA,"Individual","Mostly shaded","Live",NA,NA,0.1,0.1,NA,NA,0.3,NA,2022
"NEON.PLA.D16.ABBY.06292","7945cf65-d55c-422c-9496-fecc06b7bc75",2022-07-05,NA,"Patch","Full shade","Live",NA,NA,NA,NA,0.063,1,0.1,NA,2022
"NEON.PLA.D16.ABBY.06286","0382e6dd-0a8e-4b69-9d29-1a72b0bb71d9",2022-07-05,NA,"Patch","Full shade","Live",NA,NA,NA,NA,0.063,42,0.1,NA,2022
"NEON.PLA.D16.ABBY.06298","20a63ab2-e64b-4ac2-9e8c-8b28cbbc5115",2022-07-05,NA,"Patch","Mostly shaded",NA,NA,NA,NA,NA,0.063,30,0.5,NA,2022
"NEON.PLA.D16.ABBY.06499","2c8c2c7a-7b99-4935-8ed6-a9b20da042ce",2022-07-05,NA,"Individual","Mostly shaded","Live",NA,NA,0.3,0.2,NA,NA,1,NA,2022
"NEON.PLA.D16.ABBY.06109","f09774c0-c31e-449b-90f4-67cd3edda4b9",2022-07-05,NA,"Individual","Full shade","Live",NA,NA,0.1,0.1,NA,NA,0.1,NA,2022
"NEON.PLA.D16.ABBY.06288","9ae6a480-c1e7-4c20-bff2-7cff6fe239ed",2022-07-05,NA,"Patch","Full shade","Live",NA,NA,NA,NA,0.063,16,0.1,NA,2022
"NEON.PLA.D16.ABBY.06108","143d2de3-71ea-435c-8151-3e8f28fc6b10",2022-07-05,NA,"Individual","Full shade","Live",NA,NA,0.2,0.2,NA,NA,0.3,NA,2022
"NEON.PLA.D16.ABBY.06105","071f8a8b-c892-43c4-8793-646e9796feff",2022-07-05,NA,"Patch","Full shade","Live",NA,NA,NA,NA,0.063,17,0.1,NA,2022
"NEON.PLA.D16.ABBY.06112","098ebca8-318e-412b-a4de-30e299bb4716",2022-07-05,NA,"Patch","Full shade","Live",NA,NA,NA,NA,0.063,12,0.1,NA,2022
"NEON.PLA.D16.ABBY.06276","02e1ac28-ccf0-41bd-8ebf-51a9d0247b2c",2022-07-05,NA,"Patch","Mostly shaded","Live",NA,NA,NA,NA,0.063,52,0.6,NA,2022
"NEON.PLA.D16.ABBY.06287","ff38daa7-8306-4061-96a3-9f62edf38ebb",2022-07-05,NA,"Patch","Full shade","Live",NA,NA,NA,NA,0.063,2,0.1,NA,2022
"NEON.PLA.D16.ABBY.06300","2082adfa-03be-4d47-8cf5-a306cbfc3fda",2022-07-05,NA,"Individual","Mostly shaded","Live",NA,NA,0.6,0.6,NA,NA,0.7,NA,2022
"NEON.PLA.D16.ABBY.06300","c5fedc44-148f-4139-9b4f-4e249abf5a68",2023-06-15,NA,"Individual","Partially shaded","Live",1,10,0.3,0.2,NA,NA,0.9,NA,2023
"NEON.PLA.D16.ABBY.06487","e22c1ee7-21f5-4482-a25b-1b6959784591",2023-06-15,NA,"Individual","Mostly shaded","Live",NA,NA,0.2,0.1,NA,NA,0.6,NA,2023
"NEON.PLA.D16.ABBY.06114","9524f914-37ed-437e-beb6-ab76928c2f85",2023-06-15,NA,"Individual","Mostly shaded","Live",NA,NA,0.1,0.1,NA,NA,0.3,NA,2023
"NEON.PLA.D16.ABBY.06499","46a9a311-96a4-494b-8fa7-5826f265de4c",2023-06-15,NA,"Individual","Mostly shaded","Live",NA,NA,0.3,0.3,NA,NA,1,NA,2023
"NEON.PLA.D16.ABBY.06500","b62b6be0-c1b7-410e-86e1-cb770b65898a",2023-06-15,NA,"Individual","Mostly shaded","Live",NA,NA,0.2,0.1,NA,NA,0.5,NA,2023
"NEON.PLA.D16.ABBY.06283","434f6d6a-93b8-4787-82e0-f84b79b6f15e",2023-06-15,NA,"Individual","Partially shaded","Live, physically damaged",NA,NA,0.1,0.1,NA,NA,0.4,NA,2023
"NEON.PLA.D16.ABBY.06108","e895c58f-1e7d-44da-a1ec-351ccb658c92",2023-06-15,NA,"Individual","Full shade","Live",NA,NA,0.1,0.1,NA,NA,0.5,NA,2023
"NEON.PLA.D16.ABBY.06110","c3bc7b96-7d22-44f9-b5b6-ded370a54072",2023-06-15,NA,"Individual","Full shade","Live",NA,NA,0.1,0.1,NA,NA,0.5,NA,2023
"NEON.PLA.D16.ABBY.06119","7167b2d8-6b69-4ab3-a954-4055ae51d56a",2023-06-15,NA,"Individual","Partially shaded","Live, physically damaged",NA,NA,0.5,0.2,NA,NA,0.8,NA,2023
"NEON.PLA.D16.ABBY.06284","fbe6d9ca-65a9-40f0-a7d8-32e198f274b4",2023-06-19,NA,"Individual","Full shade","Live",NA,NA,0.4,0.2,NA,NA,0.3,NA,2023
"NEON.PLA.D16.ABBY.06276","5f2ea7e1-82ca-44bd-a9df-bca0bb5307c5",2023-07-03,NA,"Patch","Partially shaded","Live",NA,NA,NA,NA,0.063,14,0.9,NA,2023
"NEON.PLA.D16.ABBY.06482","fd9e8c67-0a64-4bac-a83b-4607fc4a006d",2023-07-03,NA,"Patch","Mostly shaded","Live",NA,NA,NA,NA,0.063,7,0.1,NA,2023
"NEON.PLA.D16.ABBY.06171","5bb36d75-16dd-48b6-be04-12b5a8096b03",2023-07-03,NA,"Patch","Mostly shaded","Live",NA,NA,NA,NA,0.063,8,0.8,NA,2023
"NEON.PLA.D16.ABBY.06298","464050b8-4dd2-4973-b352-1eac0322c7ae",2023-07-03,NA,"Patch","Full shade","Live",NA,NA,NA,NA,0.063,5,0.2,NA,2023
"NEON.PLA.D16.ABBY.06297","4f43b223-0080-4be7-b869-2d1b9b8c3592",2023-07-10,NA,"Individual","Partially shaded","Live, physically damaged",NA,NA,0.2,0.2,NA,NA,1,NA,2023
"NEON.PLA.D16.ABBY.06102","beef8340-0942-4003-855f-a0478473eb57",2023-07-10,NA,"Individual","Full shade","Live",NA,NA,0.1,0.1,NA,NA,0.1,NA,2023
"NEON.PLA.D16.ABBY.06117","ee759676-0a23-4060-b972-ce6a808a7803",2023-07-10,NA,"Individual","Mostly shaded","Live",NA,NA,0.1,0,NA,NA,0,NA,2023
"NEON.PLA.D16.ABBY.06111","e6eff17b-5c1c-43db-abd7-14c494f67a34",2023-07-10,NA,"Individual","Mostly shaded","Live",NA,NA,0.3,0.3,NA,NA,1,NA,2023
"NEON.PLA.D16.ABBY.06667","16993be9-213f-4551-9cc1-29b656bf5400",2023-07-10,NA,"Individual","Full shade","Live",NA,NA,0.1,0,NA,NA,0,NA,2023
"NEON.PLA.D16.ABBY.06668","1e9f92a8-236b-456c-a78e-d1a2cfe02ba3",2023-07-10,NA,"Individual","Partially shaded","Live",NA,NA,0.2,0.2,NA,NA,0.6,NA,2023
"NEON.PLA.D16.ABBY.06644","edc4ed46-6cb3-497b-95d4-3b382143c597",2023-07-10,NA,"Individual","Partially shaded","Live",NA,NA,0.3,0.3,NA,NA,0.9,NA,2023
"NEON.PLA.D16.ABBY.06109","8230cdbf-9633-4a56-8294-6da306b50c24",2023-07-10,NA,"Individual","Full shade","Live",NA,NA,0,0,NA,NA,0,NA,2023
"NEON.PLA.D16.ABBY.06282","8bbe4edc-d071-4d7f-8928-d4bc82382a2c",2023-07-10,NA,"Individual","Partially shaded","Live",NA,NA,0.2,0.2,NA,NA,1,NA,2023
"NEON.PLA.D16.ABBY.06290","b2dd667e-583a-4858-a341-ff691bd3aca9",2023-07-10,NA,"Individual","Full shade","Live",NA,NA,0.1,0.1,NA,NA,0.1,NA,2023
"NEON.PLA.D16.ABBY.06167","2f049f80-421e-4ce9-8739-14ccde0e506b",2023-09-12,NA,"Individual","Partially shaded","Live",25.2,130,6.5,6.1,NA,NA,14.3,NA,2023
"NEON.PLA.D16.ABBY.06155","a5d08ad0-844a-403a-a9cb-94a88a8acc05",2023-09-12,NA,"Individual","Partially shaded","Live",3.5,134,3.7,2,NA,NA,3.7,NA,2023
"NEON.PLA.D16.ABBY.06165","68293773-bed5-4e3f-820f-73ff332f0199",2023-09-12,NA,"Individual","Mostly shaded","Live",4.6,125,4.9,3.7,NA,NA,6.9,NA,2023
"NEON.PLA.D16.ABBY.06090","77f2f93e-2ce8-4ca9-90a4-57520a3b7842",2023-09-12,NA,"Patch","Mostly shaded","Live",NA,NA,NA,NA,1,78,1.1,NA,2023
"NEON.PLA.D16.ABBY.06177","18917d97-26a9-4b86-a3d9-d8764c94f425",2023-09-12,NA,"Individual","Partially shaded","Live",20.6,122,5.7,4.9,NA,NA,14,NA,2023
"NEON.PLA.D16.ABBY.06160","d0f842dc-fd1c-43ff-ae67-9ec4f090339a",2023-09-12,NA,"Individual","Mostly shaded","Live",2.6,130,2.4,1.5,NA,NA,3.1,NA,2023
"NEON.PLA.D16.ABBY.06154","ac68bd84-b35c-44a7-a32b-b0ad40d53e3e",2023-09-12,NA,"Individual","Mostly shaded","Live",0.7,10,1.6,1.2,NA,NA,1.7,NA,2023
"NEON.PLA.D16.ABBY.06192","a6fa0694-ffb9-4771-9d97-b87086e712e0",2023-09-12,NA,"Individual","Partially shaded","Live",22,123,7.2,6.3,NA,NA,14.8,NA,2023
"NEON.PLA.D16.ABBY.06149","319f2867-7d23-47b2-a660-03bd370f3535",2023-09-12,NA,"Individual","Full shade","Unknown, did not emerge this sampling year",NA,NA,NA,NA,NA,NA,NA,NA,2023
"NEON.PLA.D16.ABBY.06158","540ec57f-4e6b-4706-8c59-5e3bbdebc58e",2023-09-12,NA,"Individual","Partially shaded","Live, insect damaged",4.4,125,3.4,3.1,NA,NA,6,NA,2023
"NEON.PLA.D16.ABBY.06187","589c65cf-3386-4c04-8033-326e11f9f6b1",2023-09-12,NA,"Individual","Partially shaded","Live",23.4,150,7.2,5.5,NA,NA,14.2,NA,2023
"NEON.PLA.D16.ABBY.06162","8e91e63a-3575-49dd-9f4c-899d7829f05f",2023-09-12,NA,"Patch","Mostly shaded","Live",NA,NA,NA,NA,1,17,0.3,NA,2023
"NEON.PLA.D16.ABBY.06164","b35fef36-2bb2-497e-88ff-a26dd213d5ef",2023-09-12,NA,"Individual","Partially shaded","Live",5.3,130,3.5,3.4,NA,NA,4.6,NA,2023
"NEON.PLA.D16.ABBY.06163","16902726-8ee8-4463-b810-7adf0086b8ad",2023-09-12,NA,"Individual","Partially shaded","Live",1,130,1.7,0.5,NA,NA,1.9,NA,2023
"NEON.PLA.D16.ABBY.06091","c6d0d55d-d6fe-4adc-8326-543332be1487",2023-09-12,NA,"Individual","Partially shaded","Live",20.4,130,5.1,4.7,NA,NA,12.2,NA,2023
